"page_title","url","description","found_at_url","found_in_google_analytics","found_in_google_search_console","found_in_backlinks","found_in_list","found_in_log_summary","found_in_web_crawl","found_in_sitemap","topic_similarities"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/S",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.552},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.495},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.434},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.421}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/A",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.546},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.441},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.419}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/V",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.517},{""slot_no"":2,""topic_type"":""user"",""topic_name"":""Fleet Management and Vehicle Procurement Efficiencies"",""cosine_similarity"":0.512},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.452},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.416}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/Z",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.422}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/J",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.358}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/Q",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.519}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/M",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.383}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/F",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.514},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.446}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/T",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.416}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/H",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.421}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/Y",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.44}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/P",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.376}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/D",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.43}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/R",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":26,""topic_type"":""user"",""topic_name"":""Public Procurement Trends to Watch"",""cosine_similarity"":0.476},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.438},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.392}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/I",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.481}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/E",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.442}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/U",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.467}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/K",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.383}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/L",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.467},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.426},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.403}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/G",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.453},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.432}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/B",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.452}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/W",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.522},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.422},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.42}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/C",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.434}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/N",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.413}]"
"Suppliers & Contracts | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z/X",,"https://www.sourcewell-mn.gov/cooperative-purchasing/contract-search-a-z",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.469}]"
"Search Sourcewell Awarded Contracts & Vendors | Sourcewell","https://www.sourcewell-mn.gov/contract-search?category=29476","Search Sourcewell’s competitively solicited contracts and awarded vendors. Filter by industry, search by keyword terms, or view an A-Z list of all vendors with Sourcewell awarded contracts.","https://www.sourcewell-mn.gov/contract-search?category=28946&keyword=",,,,,,true,false,
"Search Sourcewell Awarded Contracts & Vendors | Sourcewell","https://www.sourcewell-mn.gov/contract-search?category=10956","Search Sourcewell’s competitively solicited contracts and awarded vendors. Filter by industry, search by keyword terms, or view an A-Z list of all vendors with Sourcewell awarded contracts.","https://www.sourcewell-mn.gov/higher-education",,,,,,true,false,"[{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.427}]"
"Grainger: Contract 091422-WWG | Sourcewell","https://www.sourcewell-mn.gov/cooperative-purchasing/091422-WWG",,"https://www.sourcewell-mn.gov/contract-search?category=29166&keyword=",,,,,,true,false,"[{""slot_no"":12,""topic_type"":""user"",""topic_name"":""Technology Procurement: Simplifying Access to IT, Software, and Digital Services"",""cosine_similarity"":0.88},{""slot_no"":6,""topic_type"":""user"",""topic_name"":""Purchasing Solutions for the Army, Navy, Air Force, and Army Reserves"",""cosine_similarity"":0.821},{""slot_no"":11,""topic_type"":""user"",""topic_name"":""Contract Management Best Practices After Award"",""cosine_similarity"":0.673},{""slot_no"":4,""topic_type"":""user"",""topic_name"":""Disaster Preparedness, Response, and Recovery Through Cooperative Contracts"",""cosine_similarity"":0.651},{""slot_no"":23,""topic_type"":""user"",""topic_name"":""Risk, Benefit, and Insurance (RBI) Strategies in Cooperative Purchasing"",""cosine_similarity"":0.623},{""slot_no"":17,""topic_type"":""user"",""topic_name"":""Leveraging Cooperative Contracts for Strategic Impact"",""cosine_similarity"":0.621},{""slot_no"":0,""topic_type"":""user"",""topic_name"":""Fire and Rescue Equipment Through Cooperative Contracts"",""cosine_similarity"":0.596},{""slot_no"":2,""topic_type"":""user"",""topic_name"":""Fleet Management and Vehicle Procurement Efficiencies"",""cosine_similarity"":0.585},{""slot_no"":16,""topic_type"":""user"",""topic_name"":""Sustainability and Environmentally Responsible Purchasing Through Cooperative Contracts"",""cosine_similarity"":0.582},{""slot_no"":14,""topic_type"":""user"",""topic_name"":""The Future of Public Procurement: Innovation, Automation, and AI Readiness"",""cosine_similarity"":0.565},{""slot_no"":15,""topic_type"":""user"",""topic_name"":""Construction Contracts and Facility Project Procurement"",""cosine_similarity"":0.539},{""slot_no"":8,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing for K–12 Schools and Higher Education Institutions"",""cosine_similarity"":0.533},{""slot_no"":1,""topic_type"":""user"",""topic_name"":""Cooperative Purchasing Solutions for Public Safety Agencies"",""cosine_similarity"":0.503},{""slot_no"":9,""topic_type"":""user"",""topic_name"":""Infrastructure Modernization and Long-Term Capital Planning via Cooperative Purchasing"",""cosine_similarity"":0.499},{""slot_no"":7,""topic_type"":""user"",""topic_name"":""Supporting Local Governments with Scalable Procurement Solutions"",""cosine_similarity"":0.488}]"
